tweet_id,text,language,type,bookmark_count,favorite_count,retweet_count,reply_count,view_count,created_at,client,hashtags,urls,media_type,media_urls
'1974383927659057419',@levrhil https://t.co/xQ6XQVc59w,qme,Reply,0,1,0,1,138,2025-10-04 15:59:45,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/G2Zrt7WbMAQXV1F.jpg
'1974223793389482141',@Megabits_mzq 哇这个创意好！如果有人做了的话我要买一堆送给周围同事～,zh,Reply,0,7,0,1,413,2025-10-04 05:23:26,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1973246287744213000',@levrhil 可爱☺️,zh,Reply,0,2,0,0,125,2025-10-01 12:39:10,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1972526741630726603',@OikawaRizumu 外圈瑟瑟发抖x,ja,Reply,0,6,0,1,296,2025-09-29 12:59:57,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1972359137901314166',@Eru_Usagi_ @_cosine_x 内圈贴贴～,zh,Reply,0,4,0,0,100,2025-09-29 01:53:57,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1971362166063460389',"@L_eacc @998potato 我就放在一个普通卧室里，专门选这款是因为它噪音小（睡觉听不到）而且桶大（一天倒一次水就行）
小米的里面它是噪音最小的了",zh,Reply,0,2,0,0,145,2025-09-26 07:52:21,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1971182744354107731',下午的时候听着窗外的雨声感觉，有点安心的感觉,zh,Tweet,1,30,0,4,2366,2025-09-25 19:59:23,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1970869010830176608',"不要买这两个饮料 都巨难喝 一口下去什么味都没有还有点苦我真不如喝白开水…
在全家看到冰红茶优惠没了改成优惠这俩了就买了一下没想到这么难喝… https://t.co/07631iQY0t",zh,Tweet,2,28,0,5,2814,2025-09-24 23:12:43,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/G1nu6ebaEAE_LBs.jpg
'1970857336890953828',草,ja,Tweet,0,21,0,1,2023,2025-09-24 22:26:20,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'',,,Tweet,,,,,,2025-11-04 05:24:44,,,,,
'',,,Tweet,,,,,,2025-11-04 05:24:44,,,,,
'1970733900076065277',@Eru_Usagi_ 大美女你谁啊！☺️,zh,Reply,0,5,0,1,375,2025-09-24 14:15:50,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1970580653399052553',@asahinaXmafuyu 哈哈你也看到这个了,zh,Reply,0,4,0,0,394,2025-09-24 04:06:54,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1970462925421977686',@tualatrix 那让我们猜猜 汇丰会是最后一个吗,zh,Reply,0,2,0,1,660,2025-09-23 20:19:05,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1970374078126268462',@Lakr233 @__oQuery 别尬黑，安卓都没这么草台班子😇,zh,Reply,0,7,0,0,231,2025-09-23 14:26:02,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1970372979986178434',@asahinaXmafuyu 我在猜是哪个朋友的发言比赛中取得了 0.016s 的好成绩，你也来试试吧！,zh,Reply,0,5,0,2,458,2025-09-23 14:21:40,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1970045460548350411',把舞萌里 pjsk 的歌全 fc 了能获得「烤将」称号吗（,zh,Tweet,1,24,0,3,1796,2025-09-22 16:40:14,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1969782019547889820',https://t.co/1U0ESY3yhI,zxx,Tweet,0,33,1,2,1772,2025-09-21 23:13:24,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/G1YSTOra8AAx0rX.jpg
'1969710329224671677',这个螃蟹也太可爱了 可惜是限定🦀,zh,Tweet,0,33,0,4,2305,2025-09-21 18:28:32,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1969370814937211356',"我：这个是小音的若叶睦…？
小音：不是啦这个是若叶睦的青梅丰川祥子，后面架子上那只才是若叶睦
我：这样啊…我就说怎么这只若叶睦是蓝色的… https://t.co/vp0hhRDHmL",zh,Tweet,0,25,0,1,2152,2025-09-20 19:59:26,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/G1ScUGsbQAUi6oO.jpg
'1969262491780755505',芙莉莲早期困境,zh,Tweet,0,23,0,0,3332,2025-09-20 12:48:59,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1969061244662325625',@ling0322 快逃,ja,Reply,0,4,0,1,429,2025-09-19 23:29:18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1968573366618509317',到底都是什么人在喜欢 nextjs,zh,Tweet,3,74,2,27,18881,2025-09-18 15:10:39,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1969021855471431688',@miu_amamiya 这个还好，没有一堆 vercel bullshit,zh,Reply,0,2,0,1,232,2025-09-19 20:52:47,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1968884403225952306',Cursor 的 VSCode 版本是被三体人锁死在 1.99.3 了吗,zh,Tweet,8,114,1,9,19676,2025-09-19 11:46:36,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1968574427819556949',@Azuelle 不太喵,ja,Reply,0,4,0,1,1029,2025-09-18 15:14:52,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1968278996854112484',我 be like： https://t.co/wCNAB8pRst,ja,Tweet,0,12,0,1,1163,2025-09-17 19:40:56,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/G1C7Tl0asAECUBY.jpg
'1968146764336337188',@yozuha15 他们的钱 点什么技能 他们说了算😭,zh,Reply,0,5,0,1,448,2025-09-17 10:55:29,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1968139693553586214',@asahinaXmafuyu 嗯我只是玩梗,ja,Reply,0,2,0,1,111,2025-09-17 10:27:23,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1968134967030145507',又做噩梦了…醒来缓了好一会…,zh,Tweet,0,24,0,4,1546,2025-09-17 10:08:36,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1967850901227573629',@ling0322 @himself_65 直到某一天人们发明了改变质子数量的技术（,zh,Reply,0,2,0,1,125,2025-09-16 15:19:50,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1967555662030033138',"@Lakr233 c
s
s

i
s

a
w
e
s
o
m
e",en,Reply,0,15,0,0,448,2025-09-15 19:46:39,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1967486662755463607',一个月内，我要看到 MIUI 26😡,zh,Tweet,1,61,2,10,5231,2025-09-15 15:12:29,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1967150254547169341',感觉我也很需要这个东西）,zh,Tweet,0,15,0,1,2105,2025-09-14 16:55:43,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1967127238501167306',@SamuelQZQ 战吼：将一张圣光炸弹置入你对手的手牌,zh,Reply,0,5,0,0,469,2025-09-14 15:24:15,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1967126585095733477',@yvbbrjdr 跟滴水湖过不去了,zh,Reply,0,3,0,0,401,2025-09-14 15:21:39,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1966849255995515210',悄悄看 https://t.co/IyE4nKJKuY,ja,Tweet,0,48,0,2,1999,2025-09-13 20:59:39,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/G0um7hpbAAAjuHP.jpg
'1966832913443680397',@_justineo @fkysly 滴水湖还在追我,ja,Reply,0,6,0,0,1170,2025-09-13 19:54:43,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1966801923635638319',一秒破防🤡,ja,Tweet,0,42,0,5,3622,2025-09-13 17:51:34,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1966801470818549958',@StarKnight 此事在 Visual Studio 中亦有记载,zh,Reply,1,217,1,3,32029,2025-09-13 17:49:46,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1966764262493483453',@sakananannn 我换了爱莉所以没有瑞希😔,zh,Reply,0,2,0,0,31,2025-09-13 15:21:55,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1966730248495538479',@real_kai42 哎呀我去，这个 mioft 怎么这么坏🤣,zh,Reply,0,13,0,1,1287,2025-09-13 13:06:45,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1966597596312662131',@hjc4869 其他 fs 都不用了说明 zfs 代码也会很容易迁移过去，散了散了,zh,Reply,0,5,0,0,432,2025-09-13 04:19:39,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1966534194172985427',"我：这一圈的店基本都给字节吃涨价了…不像微软，楼下一家店没有
：微软怎么没把领展吃涨价
我：微软把食宝街吃倒闭了",zh,Tweet,8,119,0,11,10006,2025-09-13 00:07:42,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1966553553104675189',@Nickel_Angel 无关，只是因为它倒闭了所以我突发奇想这么说,zh,Reply,0,7,0,1,789,2025-09-13 01:24:38,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1966343396878123393',@bossgobu https://t.co/daxgqXCfji,qme,Reply,0,6,0,0,926,2025-09-12 11:29:33,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/G0na5WNa0AAhMW-.jpg
'1965837831588426091',@luoling8192 @sljeff_ @Ehco1996 是，我就是猫,zh,Reply,0,6,0,0,101,2025-09-11 02:00:37,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1965716126865965200',"RT @undefined: ももいろの鍵 愛莉ちゃん🖍️✨
#prsk_FA https://t.co/mAa5cjKDJq",ja,Retweet,419,6986,862,8,109530,2025-09-10 17:57:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",#prsk_FA,,photo,https://pbs.twimg.com/media/G0egYpHaEAAXC7n.jpg
'1965366506721796488',或将成为我的第一个年付 AI 订阅🤣 https://t.co/I7JoRBWdIR,zh,Tweet,7,29,0,7,2790,2025-09-09 18:47:44,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/G0ZiaqnaQAANVyI.jpg
'1965727506994168280',@255p_twi 我是又菜又爱玩🥹,ja,Reply,0,2,0,0,79,2025-09-10 18:42:13,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1965441126145687656',和朋友们在一起的时候最安心 https://t.co/mITf3wcadT,zh,Tweet,1,81,0,6,3364,2025-09-09 23:44:15,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,"https://pbs.twimg.com/media/G0amRMybgAYUkAn.jpg,https://pbs.twimg.com/media/G0amRMlacAABwv4.jpg"
'1965418316102861191',@Searain20002061 确实想要洛天依，还有可以炼自己想要的角色的声音,zh,Reply,0,4,0,3,353,2025-09-09 22:13:36,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1965072942171378171',"@_sumitdh @TranzeLuo @MicrosoftEdge Hi! I'm from Sync team. Could you please send a feedback inside Edge and choose to include the logs? I'll let my colleagues to check it. Also, could your please tell your Edge version? So I can check the corresponding source file the error happens on.",en,Reply,0,3,0,1,57,2025-09-08 23:21:13,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1965070486544736691',鲷鱼烧冰激凌（？ https://t.co/K8N9XM8wom,zh,Tweet,2,65,0,13,2833,2025-09-08 23:11:27,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/G0VVL8NbsAANAoA.jpg
'1965019586178482548',@Snowpeaovo *retry*,en,Reply,0,2,0,0,139,2025-09-08 19:49:12,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1964675447758950590',世嘉听到了没！我要这张卡！,zh,Tweet,1,11,0,0,1466,2025-09-07 21:01:43,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1964675358164476066',@Equiliw 甜😋,ja,Reply,0,2,0,0,194,2025-09-07 21:01:21,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1964672304237175161',@tcdwww 来一碗陶瓷大碗回锅肉盖饭～,zh,Reply,0,6,0,1,361,2025-09-07 20:49:13,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1964663072628638086',拍小人限时返场 https://t.co/TXq9s2hGD7,zh,Tweet,2,33,0,0,1074,2025-09-07 20:12:32,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/G0PipVZbIAAlFhk.jpg
'1964266341910925761',RT @undefined: 水果届的唢呐 https://t.co/xiGuH5pbwn,ja,Retweet,144,4483,176,26,233565,2025-09-06 17:56:04,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/G0J5ybHagAARefi.png
'1964551615073177631',@yozuha15 赛博相面,ja,Reply,0,3,0,1,190,2025-09-07 12:49:39,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1964430814294450590',@Gzx7301S @asahinaXmafuyu 月亮被吃掉 月亮上的人不会被吃掉（）,zh,Reply,0,2,0,0,62,2025-09-07 04:49:38,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1964172100618613063',@real_kai42 秋梨膏写每个编程语言之前学学这个语言的基础知识吧😇,zh,Reply,0,5,0,1,418,2025-09-06 11:41:35,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1964170437878751636',@luoling8192 这种好事 我也用一用看看,zh,Reply,0,5,0,1,302,2025-09-06 11:34:59,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1964069137698750476',已经不错了，至少不是把这都当成“你”写的🤪,zh,Tweet,0,12,0,0,1465,2025-09-06 04:52:27,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1964068925060108764',@levrhil 甜,ja,Reply,0,1,0,1,42,2025-09-06 04:51:37,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1963971605262139602',🤣,art,Tweet,0,9,0,0,1301,2025-09-05 22:24:54,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
